date,price
1999-10-06,2.48
1999-10-06,2.801
1999-10-06,2.601
1999-10-06,2.853
1999-10-05,2.45
1999-10-05,2.586
1999-10-05,2.85
1999-10-05,2.725
1999-10-05,2.802
1999-10-04,2.625
1999-10-04,2.873
1999-10-04,2.834
1999-10-04,2.49
1999-10-04,2.751
1999-10-01,2.793
1999-10-01,2.999
1999-10-01,2.839
1999-10-01,2.977
1999-10-01,2.39
1999-09-30,2.97
1999-09-30,2.815
1999-09-30,2.94
1999-09-30,2.744
1999-09-30,2.31
1999-09-29,2.864
1999-09-29,2.824
1999-09-29,3.019
1999-09-29,2.57
1999-09-29,3.049
1999-09-28,3.056
1999-09-28,2.56
1999-09-28,2.52
1999-09-28,2.855
1999-09-28,3.091
1999-09-27,2.51
1999-09-27,2.632
1999-09-27,3.145
1999-09-27,3.126
1999-09-27,2.931
1999-09-24,3.085
1999-09-24,2.54
1999-09-24,2.63
1999-09-24,2.913
1999-09-24,3.065
1999-09-23,3.063
1999-09-23,2.928
1999-09-23,3.025
1999-09-23,2.45
1999-09-23,2.697
1999-09-22,2.875
1999-09-22,2.913
1999-09-22,2.676
1999-09-22,2.426
1999-09-22,2.3
1999-09-21,2.866
1999-09-21,2.33
1999-09-21,2.669
1999-09-21,2.905
1999-09-21,2.427
1999-09-20,2.94
1999-09-20,2.49
1999-09-20,2.519
1999-09-20,2.75
1999-09-20,2.968
1999-09-17,2.974
1999-09-17,2.45
1999-09-17,2.608
1999-09-17,2.814
1999-09-17,3.002
1999-09-16,2.747
1999-09-16,2.546
1999-09-16,2.897
1999-09-16,2.47
1999-09-16,2.935
1999-09-15,2.976
1999-09-15,2.806
1999-09-15,2.628
1999-09-15,2.946
1999-09-15,2.52
1999-09-14,2.979
1999-09-14,2.66
1999-09-14,2.636
1999-09-14,2.944
1999-09-14,2.809
1999-09-13,3.048
1999-09-13,2.781
1999-09-13,2.926
1999-09-13,3.073
1999-09-13,2.8
1999-09-10,3.08
1999-09-10,2.801
1999-09-10,3.057
1999-09-10,2.94
1999-09-10,2.84
1999-09-09,3.102
1999-09-09,2.851
1999-09-09,2.75
1999-09-09,3.068
1999-09-09,2.985
1999-09-08,2.612
1999-09-08,2.66
1999-09-08,2.918
1999-09-08,2.952
1999-09-08,2.781
1999-09-07,2.84
1999-09-07,3.008
1999-09-07,2.677
1999-09-07,2.56
1999-09-07,2.978
1999-09-03,2.561
1999-09-03,2.47
1999-09-03,2.9
1999-09-03,2.862
1999-09-03,2.721
1999-09-02,2.856
1999-09-02,2.471
1999-09-02,2.56
1999-09-02,2.888
1999-09-02,2.628
1999-09-01,2.71
1999-09-01,2.879
1999-09-01,3.006
1999-09-01,3.038
1999-09-01,2.737
1999-08-31,3.07
1999-08-31,3.093
1999-08-31,2.955
1999-08-31,2.84
1999-08-31,2.825
1999-08-30,3.188
1999-08-30,2.85
1999-08-30,3.07
1999-08-30,3.171
1999-08-30,2.969
1999-08-27,3.126
1999-08-27,2.87
1999-08-27,2.922
1999-08-27,2.912
1999-08-27,3.027
1999-08-26,3.078
1999-08-26,2.97
1999-08-26,2.948
1999-08-26,2.97
1999-08-26,3.175
1999-08-25,3.245
1999-08-25,3.047
1999-08-25,3.1
1999-08-25,3.03
1999-08-25,3.15
1999-08-24,3.182
1999-08-24,3.059
1999-08-24,3.277
1999-08-24,3.01
1999-08-24,3.082
